epoch,train_time,test_time
1,0.609839677810669,0.006753444671630859
2,0.010907649993896484,0.005635976791381836
3,0.01021575927734375,0.005952358245849609
4,0.01003265380859375,0.005690336227416992
5,0.010147571563720703,0.005873918533325195
6,0.009976625442504883,0.005659580230712891
7,0.010133028030395508,0.005718708038330078
8,0.010163068771362305,0.005733489990234375
9,0.010164022445678711,0.006392002105712891
10,0.009954452514648438,0.005517482757568359
11,0.01029658317565918,0.005953550338745117
12,0.009754419326782227,0.005810260772705078
13,0.010159492492675781,0.005769968032836914
14,0.010152578353881836,0.005554914474487305
15,0.010185480117797852,0.005990266799926758
16,0.010379314422607422,0.0056307315826416016
17,0.009885072708129883,0.0057756900787353516
18,0.010256290435791016,0.005723476409912109
19,0.010384559631347656,0.005968809127807617
20,0.010331153869628906,0.00556182861328125
21,0.010129213333129883,0.006343364715576172
22,0.010392189025878906,0.0055887699127197266
23,0.010385513305664062,0.00570988655090332
24,0.01014089584350586,0.006136655807495117
25,0.010747194290161133,0.005862236022949219
26,0.010633230209350586,0.005584716796875
27,0.010537147521972656,0.005676984786987305
28,0.010367393493652344,0.005754232406616211
29,0.01008749008178711,0.005773305892944336
30,0.010619878768920898,0.00885152816772461
31,0.011140584945678711,0.006796360015869141
32,0.010701656341552734,0.0060956478118896484
33,0.010596752166748047,0.0060520172119140625
34,0.010299205780029297,0.006075382232666016
35,0.010317087173461914,0.00597691535949707
36,0.010556221008300781,0.00654149055480957
37,0.010616779327392578,0.0059354305267333984
38,0.010579109191894531,0.0059201717376708984
39,0.01021575927734375,0.00617527961730957
40,0.010557889938354492,0.00591588020324707
41,0.010519027709960938,0.006199836730957031
42,0.010218143463134766,0.0059108734130859375
43,0.010500431060791016,0.005996227264404297
44,0.01068735122680664,0.005881071090698242
45,0.010198593139648438,0.006033897399902344
46,0.010312080383300781,0.0059931278228759766
47,0.010088682174682617,0.006070852279663086
48,0.010252237319946289,0.0060024261474609375
49,0.010223388671875,0.0060880184173583984
50,0.010528802871704102,0.005996227264404297
51,0.010406970977783203,0.0061376094818115234
52,0.010381460189819336,0.005934715270996094
53,0.010028600692749023,0.0060274600982666016
54,0.010457992553710938,0.006049394607543945
55,0.010382413864135742,0.0060155391693115234
56,0.010565042495727539,0.0061492919921875
57,0.010331869125366211,0.0059986114501953125
58,0.010545730590820312,0.0060350894927978516
59,0.010510921478271484,0.005995512008666992
60,0.010381698608398438,0.006164073944091797
61,0.010375499725341797,0.005957126617431641
62,0.010289907455444336,0.006249904632568359
63,0.010556459426879883,0.005974531173706055
64,0.010711908340454102,0.006066322326660156
65,0.010198831558227539,0.005948066711425781
66,0.010285139083862305,0.00600123405456543
67,0.010378360748291016,0.006170749664306641
68,0.010262250900268555,0.005959987640380859
69,0.010219573974609375,0.006116390228271484
70,0.010352134704589844,0.0062792301177978516
71,0.01042628288269043,0.006052970886230469
72,0.010799169540405273,0.006071329116821289
73,0.010123252868652344,0.006029844284057617
74,0.010444164276123047,0.0060083866119384766
75,0.01060032844543457,0.0060536861419677734
76,0.010766029357910156,0.006114006042480469
77,0.011110544204711914,0.006092071533203125
78,0.010539531707763672,0.006089448928833008
79,0.010280847549438477,0.006241559982299805
80,0.010407447814941406,0.0060274600982666016
81,0.010928153991699219,0.006168842315673828
82,0.010370254516601562,0.006009340286254883
83,0.010920524597167969,0.006319284439086914
84,0.010506868362426758,0.0061838626861572266
85,0.01047372817993164,0.006103038787841797
86,0.011407852172851562,0.006145477294921875
87,0.011051654815673828,0.006080150604248047
88,0.010691165924072266,0.005980968475341797
89,0.010467529296875,0.00596165657043457
90,0.010623455047607422,0.00661468505859375
91,0.011030197143554688,0.007335186004638672
92,0.0102081298828125,0.006058454513549805
93,0.010347127914428711,0.006001710891723633
94,0.010527849197387695,0.006177663803100586
95,0.010399341583251953,0.006047248840332031
96,0.010202169418334961,0.006239652633666992
97,0.010559797286987305,0.006091594696044922
98,0.010305643081665039,0.005996227264404297
99,0.010671854019165039,0.006495475769042969
100,0.010235071182250977,0.005962371826171875
101,0.010281562805175781,0.0059430599212646484
102,0.010193586349487305,0.0060040950775146484
103,0.010242700576782227,0.005964756011962891
104,0.010166645050048828,0.005975246429443359
105,0.010553359985351562,0.00649261474609375
106,0.010528802871704102,0.005951642990112305
107,0.01064157485961914,0.006000518798828125
108,0.010608196258544922,0.006219148635864258
109,0.010317802429199219,0.00597691535949707
110,0.01027822494506836,0.006350994110107422
111,0.010373115539550781,0.005971193313598633
112,0.01021265983581543,0.0060007572174072266
113,0.010313034057617188,0.005948066711425781
114,0.010260581970214844,0.006006717681884766
115,0.010152816772460938,0.006158590316772461
116,0.010265350341796875,0.0064525604248046875
117,0.010878801345825195,0.00685572624206543
118,0.010218620300292969,0.0059511661529541016
119,0.010423660278320312,0.006064176559448242
120,0.010533571243286133,0.0059468746185302734
121,0.010601997375488281,0.006377458572387695
122,0.010726690292358398,0.0059604644775390625
123,0.010274887084960938,0.005941629409790039
124,0.010567426681518555,0.005944252014160156
125,0.010452508926391602,0.0059223175048828125
126,0.010115861892700195,0.0059244632720947266
127,0.01026773452758789,0.006251335144042969
128,0.010689735412597656,0.006006956100463867
129,0.010504961013793945,0.005952358245849609
130,0.010715723037719727,0.006016731262207031
131,0.010503768920898438,0.0059659481048583984
132,0.010553598403930664,0.006079196929931641
133,0.010645627975463867,0.006058931350708008
134,0.010771512985229492,0.006232023239135742
135,0.01011514663696289,0.005932331085205078
136,0.010702133178710938,0.005990743637084961
137,0.010886430740356445,0.006926774978637695
138,0.010216712951660156,0.005961894989013672
139,0.010126113891601562,0.00589442253112793
140,0.01036834716796875,0.005953788757324219
141,0.010817289352416992,0.005907297134399414
142,0.0099945068359375,0.0062906742095947266
143,0.010125875473022461,0.005912065505981445
144,0.010409116744995117,0.005912065505981445
145,0.010412931442260742,0.005969047546386719
146,0.010391712188720703,0.0058972835540771484
147,0.010588645935058594,0.005883932113647461
148,0.010419130325317383,0.0064296722412109375
149,0.010231494903564453,0.0059032440185546875
150,0.010056495666503906,0.005909442901611328
151,0.010410070419311523,0.006253719329833984
152,0.010547876358032227,0.008554935455322266
